document_id,word,TF,DF,IDF,TF-IDF
436,pipeline,0.0556,10,5.3706,0.2984
436,what,0.0556,31,4.3028,0.239
436,obama,0.0556,17,4.8781,0.271
436,calls,0.0556,5,5.9767,0.332
436,more,0.0556,29,4.3673,0.2426
436,important,0.0556,5,5.9767,0.332
436,water,0.0556,4,6.1591,0.3422
436,company,0.0556,1,7.0753,0.3931
436,profits,0.0556,1,7.0753,0.3931
436,reroute,0.0556,2,6.6699,0.3705
436,safe,0.0556,2,6.6699,0.3705
436,senator,0.0556,1,7.0753,0.3931
437,to,0.0667,227,2.3391,0.1559
437,user,0.0667,347,1.9163,0.1278
437,too,0.0667,13,5.1294,0.342
437,not,0.0667,57,3.7081,0.2472
437,thanksgiving,0.0667,16,4.9353,0.329
437,your,0.0667,32,4.272,0.2848
437,enjoy,0.0667,3,6.3822,0.4255
437,buy,0.0667,2,6.6699,0.4447
437,codes,0.0667,1,7.0753,0.4717
437,coupon,0.0667,1,7.0753,0.4717
437,discount,0.0667,1,7.0753,0.4717
437,fave,0.0667,1,7.0753,0.4717
437,late,0.0667,1,7.0753,0.4717
437,sextoys,0.0667,1,7.0753,0.4717
437,using,0.0667,6,5.8226,0.3882
438,the,0.0833,295,2.0781,0.1732
438,user,0.0833,347,1.9163,0.1597
438,you,0.1667,79,3.3865,0.5644
438,he,0.0833,32,4.272,0.356
438,way,0.0833,10,5.3706,0.4475
438,can,0.1667,37,4.1309,0.6885
438,kim,0.0833,13,5.1294,0.4275
438,jongun,0.0833,4,6.1591,0.5133
438,help,0.0833,9,5.4659,0.4555
438,show,0.0833,3,6.3822,0.5318
439,is,0.1,163,2.6686,0.2669
439,the,0.1,295,2.0781,0.2078
439,and,0.1,147,2.7713,0.2771
439,he,0.1,32,4.272,0.4272
439,internet,0.1,2,6.6699,0.667
439,racist,0.1,3,6.3822,0.6382
439,farright,0.1,2,6.6699,0.667
439,ha,0.1,1,7.0753,0.7075
439,personified,0.1,1,7.0753,0.7075
439,stevebannon,0.1,1,7.0753,0.7075
440,is,0.1765,163,2.6686,0.4709
440,user,0.0588,347,1.9163,0.1127
440,for,0.0588,152,2.7381,0.1611
440,all,0.0588,38,4.1049,0.2415
440,when,0.0588,22,4.633,0.2725
440,this,0.0588,78,3.399,0.1999
440,euthanasia,0.0588,8,5.5713,0.3277
440,life,0.1176,12,5.2035,0.6122
440,can,0.0588,37,4.1309,0.243
440,what,0.0588,31,4.3028,0.2531
440,alcoholics,0.0588,1,7.0753,0.4162
440,devalued,0.0588,1,7.0753,0.4162
440,happen,0.0588,1,7.0753,0.4162
440,valuable,0.0588,1,7.0753,0.4162
441,and,0.2857,147,2.7713,0.7918
441,user,0.0714,347,1.9163,0.1369
441,cuts,0.0714,3,6.3822,0.4559
441,cheese,0.0714,1,7.0753,0.5054
441,chicken,0.0714,1,7.0753,0.5054
441,crinkle,0.0714,2,6.6699,0.4764
441,curds,0.0714,1,7.0753,0.5054
441,custard,0.0714,1,7.0753,0.5054
441,frozen,0.0714,1,7.0753,0.5054
441,tendermomentssweepstakes,0.0714,1,7.0753,0.5054
441,tenders,0.0714,1,7.0753,0.5054
442,of,0.0526,180,2.57,0.1353
442,and,0.0526,147,2.7713,0.1459
442,who,0.0526,25,4.5104,0.2374
442,on,0.0526,108,3.0771,0.162
442,from,0.0526,48,3.8767,0.204
442,why,0.0526,15,4.9959,0.2629
442,hezbollah,0.0526,5,5.9767,0.3146
442,afghanistan,0.0526,1,7.0753,0.3724
442,assadmustgo,0.0526,1,7.0753,0.3724
442,focus,0.0526,1,7.0753,0.3724
442,irans,0.0526,1,7.0753,0.3724
442,iraq,0.0526,1,7.0753,0.3724
442,mullahs,0.0526,1,7.0753,0.3724
442,murder,0.0526,1,7.0753,0.3724
442,nusra,0.0526,1,7.0753,0.3724
442,overlook,0.0526,1,7.0753,0.3724
442,syrians,0.0526,1,7.0753,0.3724
442,terrorists,0.0526,1,7.0753,0.3724
442,tyrants,0.0526,1,7.0753,0.3724
443,of,0.0714,180,2.57,0.1836
443,he,0.0714,32,4.272,0.3051
443,for,0.0714,152,2.7381,0.1956
443,so,0.0714,43,3.9843,0.2846
443,trump,0.0714,61,3.6414,0.2601
443,be,0.0714,57,3.7081,0.2649
443,asking,0.0714,3,6.3822,0.4559
443,state,0.0714,4,6.1591,0.4399
443,can,0.0714,37,4.1309,0.2951
443,aides,0.0714,1,7.0753,0.5054
443,apology,0.0714,1,7.0753,0.5054
443,mull,0.0714,1,7.0753,0.5054
443,romney,0.0714,1,7.0753,0.5054
443,sec,0.0714,1,7.0753,0.5054
444,of,0.0714,180,2.57,0.1836
444,allen,0.0714,11,5.2836,0.3774
444,grayson,0.0714,12,5.2035,0.3717
444,2,0.0714,15,4.9959,0.3569
444,lot,0.0714,8,5.5713,0.3979
444,allenedmonds,0.0714,1,7.0753,0.5054
444,brownblack,0.0714,1,7.0753,0.5054
444,career,0.0714,1,7.0753,0.5054
444,dress,0.0714,2,6.6699,0.4764
444,edmonds,0.0714,1,7.0753,0.5054
444,grays,0.0714,1,7.0753,0.5054
444,leather,0.0714,1,7.0753,0.5054
444,loafters,0.0714,1,7.0753,0.5054
444,office,0.0714,2,6.6699,0.4764
445,the,0.0952,295,2.0781,0.1979
445,to,0.0476,227,2.3391,0.1114
445,altright,0.0476,5,5.9767,0.2846
445,you,0.0476,79,3.3865,0.1613
445,not,0.0476,57,3.7081,0.1766
445,in,0.0476,149,2.7579,0.1313
445,trump,0.0476,61,3.6414,0.1734
445,does,0.0476,10,5.3706,0.2557
445,words,0.0476,4,6.1591,0.2933
445,bannon,0.0476,13,5.1294,0.2443
445,steve,0.0476,13,5.1294,0.2443
445,plan,0.0476,5,5.9767,0.2846
445,nothing,0.0476,5,5.9767,0.2846
445,actions,0.0476,1,7.0753,0.3369
445,disavowing,0.0476,1,7.0753,0.3369
445,dump,0.0476,1,7.0753,0.3369
445,install,0.0476,1,7.0753,0.3369
445,neonazi,0.0952,1,7.0753,0.6738
445,wh,0.0476,1,7.0753,0.3369
446,for,0.2,152,2.7381,0.5476
446,calls,0.1,5,5.9767,0.5977
446,isis,0.1,6,5.8226,0.5823
446,safe,0.1,2,6.6699,0.667
446,ciivlians,0.1,1,7.0753,0.7075
446,exits,0.1,1,7.0753,0.7075
446,mosuls,0.1,1,7.0753,0.7075
446,ngo,0.1,1,7.0753,0.7075
446,trapped,0.1,1,7.0753,0.7075
447,our,0.2,19,4.7728,0.9546
447,beautyandthebeast,0.2,11,5.2836,1.0567
447,trailer,0.2,3,6.3822,1.2764
447,breakdown,0.2,1,7.0753,1.4151
447,heres,0.2,3,6.3822,1.2764
448,have,0.0417,49,3.8565,0.1607
448,the,0.0833,295,2.0781,0.1732
448,user,0.0417,347,1.9163,0.0798
448,do,0.0417,15,4.9959,0.2082
448,for,0.0417,152,2.7381,0.1141
448,from,0.0417,48,3.8767,0.1615
448,or,0.0833,22,4.633,0.3861
448,fraud,0.0417,3,6.3822,0.2659
448,medicare,0.0417,10,5.3706,0.2238
448,they,0.0833,30,4.3345,0.3612
448,think,0.0417,16,4.9353,0.2056
448,did,0.0833,12,5.2035,0.4336
448,where,0.0417,12,5.2035,0.2168
448,before,0.0417,6,5.8226,0.2426
448,obamacare,0.0417,6,5.8226,0.2426
448,medicaid,0.0417,3,6.3822,0.2659
448,came,0.0417,1,7.0753,0.2948
448,cash,0.0417,1,7.0753,0.2948
448,floridians,0.0417,1,7.0753,0.2948
448,rather,0.0417,2,6.6699,0.2779
449,voting,0.0588,5,5.9767,0.3516
449,in,0.0588,149,2.7579,0.1622
449,would,0.0588,18,4.8241,0.2838
449,she,0.0588,11,5.2836,0.3108
449,voter,0.0588,10,5.3706,0.3159
449,if,0.0588,29,4.3673,0.2569
449,was,0.0588,41,4.0308,0.2371
449,registration,0.0588,3,6.3822,0.3754
449,correcting,0.0588,1,7.0753,0.4162
449,ferreting,0.0588,1,7.0753,0.4162
449,genuinely,0.0588,1,7.0753,0.4162
449,interested,0.0588,1,7.0753,0.4162
449,irregularities,0.0588,1,7.0753,0.4162
449,machines,0.0588,2,6.6699,0.3923
449,pursue,0.0588,1,7.0753,0.4162
449,standardize,0.0588,1,7.0753,0.4162
449,stein,0.0588,4,6.1591,0.3623
450,a,0.0526,191,2.511,0.1322
450,my,0.0526,49,3.8565,0.203
450,with,0.0526,67,3.549,0.1868
450,user,0.1053,347,1.9163,0.2017
450,you,0.0526,79,3.3865,0.1782
450,i,0.1053,114,3.0236,0.3183
450,for,0.0526,152,2.7381,0.1441
450,good,0.0526,22,4.633,0.2438
450,love,0.0526,20,4.724,0.2486
450,basket,0.0526,2,6.6699,0.351
450,couples,0.0526,2,6.6699,0.351
450,deplorablesand,0.0526,1,7.0753,0.3724
450,handsome,0.0526,1,7.0753,0.3724
450,learned,0.0526,1,7.0753,0.3724
450,manipedi,0.0526,1,7.0753,0.3724
450,massage,0.0526,1,7.0753,0.3724
450,weaving,0.0526,1,7.0753,0.3724
451,user,0.0526,347,1.9163,0.1009
451,in,0.0526,149,2.7579,0.1452
451,its,0.0526,34,4.2131,0.2217
451,this,0.1053,78,3.399,0.3578
451,should,0.0526,14,5.0604,0.2663
451,be,0.0526,57,3.7081,0.1952
451,called,0.0526,4,6.1591,0.3242
451,after,0.0526,11,5.2836,0.2781
451,george,0.0526,6,5.8226,0.3065
451,soros,0.1053,5,5.9767,0.6291
451,cavity,0.0526,1,7.0753,0.3724
451,freaking,0.0526,1,7.0753,0.3724
451,happened,0.0526,3,6.3822,0.3359
451,investigated,0.0526,1,7.0753,0.3724
451,meeting,0.0526,1,7.0753,0.3724
451,proportions,0.0526,1,7.0753,0.3724
451,search,0.0526,1,7.0753,0.3724
452,to,0.0667,227,2.3391,0.1559
452,trump,0.0667,61,3.6414,0.2428
452,migrants,0.0667,3,6.3822,0.4255
452,tcot,0.0667,5,5.9767,0.3984
452,north,0.0667,6,5.8226,0.3882
452,before,0.0667,6,5.8226,0.3882
452,maga,0.0667,9,5.4659,0.3644
452,usa,0.0667,2,6.6699,0.4447
452,uniteblue,0.0667,6,5.8226,0.3882
452,hoping,0.0667,1,7.0753,0.4717
452,inaugurationhttpstcozlzkzucewr,0.0667,1,7.0753,0.4717
452,reach,0.0667,1,7.0753,0.4717
452,surge,0.0667,1,7.0753,0.4717
452,trumpwall,0.0667,1,7.0753,0.4717
452,trumpwon,0.0667,1,7.0753,0.4717
453,bring,0.1667,3,6.3822,1.0637
453,in,0.1667,149,2.7579,0.4596
453,fracking,0.1667,6,5.8226,0.9704
453,can,0.1667,37,4.1309,0.6885
453,more,0.1667,29,4.3673,0.7279
453,jobs,0.1667,2,6.6699,1.1116
454,us,0.2,29,4.3673,0.8735
454,immigration,0.2,4,6.1591,1.2318
454,highlights,0.2,2,6.6699,1.334
454,hypocrisyanaxagoreio,0.2,1,7.0753,1.4151
454,meeker,0.2,1,7.0753,1.4151
455,israel,0.0476,12,5.2035,0.2478
455,of,0.1429,180,2.57,0.3671
455,for,0.0476,152,2.7381,0.1304
455,on,0.0476,108,3.0771,0.1465
455,way,0.0476,10,5.3706,0.2557
455,saying,0.0476,5,5.9767,0.2846
455,hezbollah,0.0476,5,5.9767,0.2846
455,free,0.0476,6,5.8226,0.2773
455,claim,0.0476,2,6.6699,0.3176
455,absurd,0.0476,1,7.0753,0.3369
455,arms,0.0476,3,6.3822,0.3039
455,commercial,0.0476,1,7.0753,0.3369
455,evidence,0.0476,2,6.6699,0.3176
455,flights,0.0476,1,7.0753,0.3369
455,iran,0.0476,1,7.0753,0.3369
455,lies,0.0476,2,6.6699,0.3176
455,pack,0.0476,2,6.6699,0.3176
455,polite,0.0476,1,7.0753,0.3369
455,rejects,0.0476,1,7.0753,0.3369
456,user,0.2,347,1.9163,0.3833
456,so,0.2,43,3.9843,0.7969
456,wow,0.2,3,6.3822,1.2764
456,hatchimals,0.2,12,5.2035,1.0407
456,cool,0.2,4,6.1591,1.2318
457,a,0.0588,191,2.511,0.1477
457,is,0.0588,163,2.6686,0.157
457,to,0.0588,227,2.3391,0.1376
457,with,0.0588,67,3.549,0.2088
457,and,0.0588,147,2.7713,0.163
457,user,0.1765,347,1.9163,0.3382
457,go,0.0588,21,4.6775,0.2751
457,it,0.0588,70,3.5058,0.2062
457,deal,0.0588,2,6.6699,0.3923
457,take,0.0588,13,5.1294,0.3017
457,abortion,0.0588,6,5.8226,0.3425
457,bed,0.0588,1,7.0753,0.4162
457,evil,0.0588,2,6.6699,0.3923
457,midol,0.0588,1,7.0753,0.4162
457,sugartits,0.0588,1,7.0753,0.4162
458,is,0.1,163,2.6686,0.2669
458,user,0.2,347,1.9163,0.3833
458,you,0.1,79,3.3865,0.3386
458,for,0.1,152,2.7381,0.2738
458,via,0.1,19,4.7728,0.4773
458,this,0.1,78,3.399,0.3399
458,what,0.1,31,4.3028,0.4303
458,twitter,0.1,1,7.0753,0.7075
458,wanted,0.1,1,7.0753,0.7075
459,to,0.0714,227,2.3391,0.1671
459,with,0.0714,67,3.549,0.2535
459,and,0.1429,147,2.7713,0.3959
459,love,0.0714,20,4.724,0.3374
459,kim,0.0714,13,5.1294,0.3664
459,putin,0.0714,8,5.5713,0.3979
459,date,0.0714,2,6.6699,0.4764
459,dennis,0.0714,1,7.0753,0.5054
459,double,0.0714,2,6.6699,0.4764
459,jong,0.0714,3,6.3822,0.4559
459,rodman,0.0714,1,7.0753,0.5054
459,seagal,0.0714,1,7.0753,0.5054
459,un,0.0714,5,5.9767,0.4269
460,my,0.0556,49,3.8565,0.2142
460,the,0.1111,295,2.0781,0.2309
460,to,0.0556,227,2.3391,0.13
460,of,0.1111,180,2.57,0.2856
460,god,0.0556,11,5.2836,0.2935
460,minimum,0.0556,13,5.1294,0.285
460,old,0.0556,4,6.1591,0.3422
460,1,0.0556,9,5.4659,0.3037
460,years,0.0556,7,5.6891,0.3161
460,age,0.0556,1,7.0753,0.3931
460,criminality,0.0556,1,7.0753,0.3931
460,death,0.0556,4,6.1591,0.3422
460,lowering,0.0556,1,7.0753,0.3931
460,nine,0.0556,1,7.0753,0.3931
460,penalty2,0.0556,1,7.0753,0.3931
460,reimposition,0.0556,1,7.0753,0.3931
461,a,0.0769,191,2.511,0.1932
461,is,0.0769,163,2.6686,0.2053
461,my,0.0769,49,3.8565,0.2967
461,user,0.0769,347,1.9163,0.1474
461,for,0.0769,152,2.7381,0.2106
461,how,0.0769,41,4.0308,0.3101
461,latest,0.0769,10,5.3706,0.4131
461,brexit,0.0769,8,5.5713,0.4286
461,full,0.0769,8,5.5713,0.4286
461,appetising,0.0769,1,7.0753,0.5443
461,english,0.0769,1,7.0753,0.5443
461,sideways,0.0769,1,7.0753,0.5443
461,view,0.0769,1,7.0753,0.5443
462,the,0.1818,295,2.0781,0.3778
462,to,0.0909,227,2.3391,0.2126
462,user,0.0909,347,1.9163,0.1742
462,nbawards,0.0909,11,5.2836,0.4803
462,latest,0.0909,10,5.3706,0.4882
462,thanks,0.0909,8,5.5713,0.5065
462,daily,0.0909,2,6.6699,0.6064
462,eastenders,0.0909,1,7.0753,0.6432
462,indonesia,0.0909,1,7.0753,0.6432
462,periplus,0.0909,1,7.0753,0.6432
463,a,0.0417,191,2.511,0.1046
463,have,0.0417,49,3.8565,0.1607
463,is,0.0417,163,2.6686,0.1112
463,the,0.0833,295,2.0781,0.1732
463,president,0.0417,15,4.9959,0.2082
463,for,0.0417,152,2.7381,0.1141
463,5,0.0417,15,4.9959,0.2082
463,then,0.0417,6,5.8226,0.2426
463,from,0.0417,48,3.8767,0.1615
463,new,0.0417,19,4.7728,0.1989
463,first,0.0417,10,5.3706,0.2238
463,brexit,0.0417,8,5.5713,0.2321
463,2016,0.0417,10,5.3706,0.2238
463,now,0.0417,23,4.5904,0.1913
463,1966,0.0417,1,7.0753,0.2948
463,5star,0.0417,1,7.0753,0.2948
463,band,0.0417,1,7.0753,0.2948
463,crap,0.0417,1,7.0753,0.2948
463,done,0.0417,2,6.6699,0.2779
463,italian,0.0417,1,7.0753,0.2948
463,renzi,0.0417,1,7.0753,0.2948
463,romford,0.0417,1,7.0753,0.2948
463,trumpton,0.0417,1,7.0753,0.2948
464,for,0.0714,152,2.7381,0.1956
464,vr,0.0714,8,5.5713,0.3979
464,8,0.0714,3,6.3822,0.4559
464,3d,0.0714,7,5.6891,0.4064
464,printing,0.0714,6,5.8226,0.4159
464,ai,0.0714,3,6.3822,0.4559
464,ar,0.0714,1,7.0753,0.5054
464,biz,0.0714,1,7.0753,0.5054
464,blockchain,0.0714,1,7.0753,0.5054
464,drones,0.0714,1,7.0753,0.5054
464,essential,0.0714,1,7.0753,0.5054
464,iot,0.0714,1,7.0753,0.5054
464,robot,0.0714,1,7.0753,0.5054
464,tech,0.0714,1,7.0753,0.5054
465,user,0.0526,347,1.9163,0.1009
465,you,0.0526,79,3.3865,0.1782
465,for,0.0526,152,2.7381,0.1441
465,in,0.0526,149,2.7579,0.1452
465,so,0.0526,43,3.9843,0.2097
465,nationalfastfoodday,0.0526,5,5.9767,0.3146
465,your,0.1579,32,4.272,0.6745
465,us,0.0526,29,4.3673,0.2299
465,we,0.0526,41,4.0308,0.2121
465,can,0.0526,37,4.1309,0.2174
465,dm,0.0526,2,6.6699,0.351
465,send,0.0526,4,6.1591,0.3242
465,info,0.0526,2,6.6699,0.351
465,please,0.0526,10,5.3706,0.2827
465,thank,0.0526,11,5.2836,0.2781
465,participating,0.0526,1,7.0753,0.3724
465,prize,0.0526,1,7.0753,0.3724
466,of,0.0556,180,2.57,0.1428
466,no,0.0556,23,4.5904,0.255
466,in,0.0556,149,2.7579,0.1532
466,trump,0.0556,61,3.6414,0.2023
466,has,0.0556,33,4.2421,0.2357
466,hillary,0.0556,7,5.6891,0.3161
466,his,0.0556,26,4.4727,0.2485
466,history,0.0556,3,6.3822,0.3546
466,leftists,0.0556,9,5.4659,0.3037
466,dumb,0.0556,3,6.3822,0.3546
466,blind,0.0556,2,6.6699,0.3705
466,entire,0.0556,4,6.1591,0.3422
466,abysmally,0.0556,1,7.0753,0.3931
466,aping,0.0556,1,7.0753,0.3931
466,extremism,0.0556,1,7.0753,0.3931
466,lif,0.0556,1,7.0753,0.3931
466,propaganda,0.0556,1,7.0753,0.3931
466,sheep,0.0556,1,7.0753,0.3931
467,to,0.1,227,2.3391,0.2339
467,of,0.1,180,2.57,0.257
467,up,0.1,31,4.3028,0.4303
467,robots,0.1,7,5.6891,0.5689
467,jobs,0.1,2,6.6699,0.667
467,un,0.1,5,5.9767,0.5977
467,economy,0.1,4,6.1591,0.6159
467,emerging,0.1,1,7.0753,0.7075
467,endanger,0.1,1,7.0753,0.7075
467,twothirds,0.1,1,7.0753,0.7075
468,a,0.0588,191,2.511,0.1477
468,to,0.0588,227,2.3391,0.1376
468,user,0.0588,347,1.9163,0.1127
468,i,0.0588,114,3.0236,0.1779
468,nfl,0.0588,3,6.3822,0.3754
468,on,0.0588,108,3.0771,0.181
468,tony,0.0588,9,5.4659,0.3215
468,statement,0.0588,4,6.1591,0.3623
468,liked,0.0588,7,5.6891,0.3347
468,video,0.0588,9,5.4659,0.3215
468,romos,0.0588,2,6.6699,0.3923
468,dak,0.0588,3,6.3822,0.3754
468,responds,0.0588,2,6.6699,0.3923
468,cowboys,0.0588,1,7.0753,0.4162
468,prescott,0.0588,1,7.0753,0.4162
468,qb,0.0588,1,7.0753,0.4162
468,situation,0.0588,1,7.0753,0.4162
469,about,0.0909,37,4.1309,0.3755
469,say,0.0909,11,5.2836,0.4803
469,blacklivesmatter,0.0455,4,6.1591,0.28
469,blm,0.0455,3,6.3822,0.2901
469,it,0.1364,70,3.5058,0.4781
469,today,0.0455,10,5.3706,0.2441
469,this,0.0455,78,3.399,0.1545
469,black,0.0909,10,5.3706,0.4882
469,friday,0.0455,8,5.5713,0.2532
469,country,0.0455,7,5.6891,0.2586
469,does,0.0455,10,5.3706,0.2441
469,lives,0.0455,6,5.8226,0.2647
469,more,0.0455,29,4.3673,0.1985
469,than,0.0455,16,4.9353,0.2243
469,cares,0.0455,2,6.6699,0.3032
469,everyday,0.0455,1,7.0753,0.3216
469,smdh,0.0455,1,7.0753,0.3216
470,the,0.125,295,2.0781,0.2598
470,how,0.125,41,4.0308,0.5039
470,crisis,0.125,2,6.6699,0.8337
470,marijuana,0.125,5,5.9767,0.7471
470,medical,0.125,5,5.9767,0.7471
470,could,0.125,9,5.4659,0.6832
470,combat,0.125,1,7.0753,0.8844
470,opioid,0.125,1,7.0753,0.8844
471,to,0.0556,227,2.3391,0.13
471,user,0.0556,347,1.9163,0.1065
471,perfect,0.0556,7,5.6891,0.3161
471,just,0.0556,47,3.8973,0.2165
471,say,0.0556,11,5.2836,0.2935
471,this,0.0556,78,3.399,0.1888
471,an,0.0556,25,4.5104,0.2506
471,u,0.0556,14,5.0604,0.2811
471,fantasticbeasts,0.0556,14,5.0604,0.2811
471,awesome,0.0556,5,5.9767,0.332
471,music,0.0556,4,6.1591,0.3422
471,cast,0.0556,2,6.6699,0.3705
471,account,0.0556,1,7.0753,0.3931
471,beautiful,0.0556,2,6.6699,0.3705
471,create,0.0556,1,7.0753,0.3931
471,makes,0.0556,1,7.0753,0.3931
471,performances,0.0556,1,7.0753,0.3931
471,screenplay,0.0556,1,7.0753,0.3931
472,a,0.0526,191,2.511,0.1322
472,is,0.1053,163,2.6686,0.2809
472,the,0.0526,295,2.0781,0.1094
472,user,0.1579,347,1.9163,0.3026
472,on,0.0526,108,3.0771,0.162
472,all,0.0526,38,4.1049,0.216
472,wall,0.0526,7,5.6891,0.2994
472,trumps,0.0526,13,5.1294,0.27
472,donald,0.0526,8,5.5713,0.2932
472,border,0.0526,4,6.1591,0.3242
472,mexican,0.0526,4,6.1591,0.3242
472,now,0.0526,23,4.5904,0.2416
472,memory,0.0526,3,6.3822,0.3359
472,buy,0.0526,2,6.6699,0.351
472,presidentvoters,0.0526,1,7.0753,0.3724
472,remorse,0.0526,1,7.0753,0.3724
473,trumps,0.1429,13,5.1294,0.7328
473,his,0.1429,26,4.4727,0.639
473,bannon,0.1429,13,5.1294,0.7328
473,steve,0.1429,13,5.1294,0.7328
473,ate,0.1429,1,7.0753,1.0108
473,excuse,0.1429,1,7.0753,1.0108
473,homework,0.1429,1,7.0753,1.0108
474,user,0.0909,347,1.9163,0.1742
474,me,0.0455,27,4.4363,0.2016
474,on,0.0455,108,3.0771,0.1399
474,that,0.0455,74,3.451,0.1569
474,this,0.0455,78,3.399,0.1545
474,watching,0.0455,13,5.1294,0.2332
474,thankyouobama,0.0455,15,4.9959,0.2271
474,wanna,0.0455,5,5.9767,0.2717
474,u,0.0455,14,5.0604,0.23
474,was,0.0455,41,4.0308,0.1832
474,old,0.0455,4,6.1591,0.28
474,make,0.0455,11,5.2836,0.2402
474,very,0.0455,6,5.8226,0.2647
474,times,0.0455,4,6.1591,0.28
474,using,0.0455,6,5.8226,0.2647
474,beat,0.0455,2,6.6699,0.3032
474,remix,0.0455,1,7.0753,0.3216
474,sable,0.0455,1,7.0753,0.3216
474,sake,0.0455,2,6.6699,0.3032
474,sweet,0.0455,2,6.6699,0.3032
474,unexpected,0.0455,1,7.0753,0.3216
475,about,0.0476,37,4.1309,0.1967
475,have,0.0476,49,3.8565,0.1836
475,the,0.0476,295,2.0781,0.099
475,are,0.0476,59,3.6741,0.175
475,me,0.0476,27,4.4363,0.2113
475,how,0.0476,41,4.0308,0.1919
475,in,0.0952,149,2.7579,0.2627
475,hate,0.0476,6,5.8226,0.2773
475,muslims,0.0476,4,6.1591,0.2933
475,their,0.0476,16,4.9353,0.235
475,theyre,0.0476,9,5.4659,0.2603
475,supremacists,0.0476,11,5.2836,0.2516
475,white,0.0476,15,4.9959,0.2379
475,racists,0.0476,2,6.6699,0.3176
475,because,0.0476,9,5.4659,0.2603
475,biostwitter,0.0476,1,7.0753,0.3369
475,christians,0.0476,2,6.6699,0.3176
475,sad,0.0476,2,6.6699,0.3176
475,treated,0.0476,3,6.3822,0.3039
475,ن,0.0476,1,7.0753,0.3369
476,a,0.0833,191,2.511,0.2092
476,is,0.0833,163,2.6686,0.2224
476,to,0.0833,227,2.3391,0.1949
476,president,0.0833,15,4.9959,0.4163
476,news,0.0833,12,5.2035,0.4336
476,army,0.0833,3,6.3822,0.5318
476,national,0.0833,2,6.6699,0.5558
476,support,0.0833,8,5.5713,0.4643
476,alsisihttpstcoantkmunipklibya,0.0833,1,7.0753,0.5896
476,egypts,0.0833,1,7.0753,0.5896
476,haftars,0.0833,1,7.0753,0.5896
476,priority,0.0833,1,7.0753,0.5896
477,me,0.0714,27,4.4363,0.3169
477,for,0.0714,152,2.7381,0.1956
477,all,0.0714,38,4.1049,0.2932
477,that,0.0714,74,3.451,0.2465
477,tv,0.0714,3,6.3822,0.4559
477,these,0.0714,9,5.4659,0.3904
477,shows,0.0714,4,6.1591,0.4399
477,happy,0.0714,10,5.3706,0.3836
477,make,0.0714,11,5.2836,0.3774
477,supernatural,0.0714,2,6.6699,0.4764
477,thankful,0.0714,5,5.9767,0.4269
477,agentsofshield,0.0714,1,7.0753,0.5054
477,teenwolf,0.0714,1,7.0753,0.5054
477,theoriginals,0.0714,1,7.0753,0.5054
478,my,0.125,49,3.8565,0.4821
478,vegetarianism,0.125,11,5.2836,0.6604
478,are,0.125,59,3.6741,0.4593
478,cause,0.125,4,6.1591,0.7699
478,literally,0.125,2,6.6699,0.8337
478,crack,0.125,2,6.6699,0.8337
478,fuck,0.125,3,6.3822,0.7978
478,mcchickens,0.125,1,7.0753,0.8844
479,the,0.0714,295,2.0781,0.1484
479,user,0.0714,347,1.9163,0.1369
479,i,0.0714,114,3.0236,0.216
479,trump,0.0714,61,3.6414,0.2601
479,from,0.0714,48,3.8767,0.2769
479,why,0.0714,15,4.9959,0.3569
479,only,0.0714,17,4.8781,0.3484
479,photo,0.0714,7,5.6891,0.4064
479,1,0.0714,9,5.4659,0.3904
479,anti,0.0714,4,6.1591,0.4399
479,thats,0.0714,8,5.5713,0.3979
479,protest,0.0714,4,6.1591,0.4399
479,haha,0.0714,2,6.6699,0.4764
479,posted,0.0714,2,6.6699,0.4764
480,the,0.0714,295,2.0781,0.1484
480,as,0.1429,46,3.9183,0.5598
480,for,0.0714,152,2.7381,0.1956
480,much,0.0714,8,5.5713,0.3979
480,u,0.0714,14,5.0604,0.3615
480,can,0.0714,37,4.1309,0.2951
480,americans,0.0714,4,6.1591,0.4399
480,please,0.0714,10,5.3706,0.3836
480,uniteblue,0.0714,6,5.8226,0.4159
480,amendment,0.0714,1,7.0753,0.5054
480,blueunited,0.0714,1,7.0753,0.5054
480,retweet,0.0714,1,7.0753,0.5054
480,xii,0.0714,1,7.0753,0.5054
481,about,0.0625,37,4.1309,0.2582
481,too,0.0625,13,5.1294,0.3206
481,i,0.0625,114,3.0236,0.189
481,im,0.0625,33,4.2421,0.2651
481,its,0.0625,34,4.2131,0.2633
481,n,0.0625,4,6.1591,0.3849
481,animal,0.0625,9,5.4659,0.3416
481,this,0.0625,78,3.399,0.2124
481,watching,0.0625,13,5.1294,0.3206
481,testing,0.0625,6,5.8226,0.3639
481,dont,0.0625,24,4.5496,0.2844
481,want,0.0625,10,5.3706,0.3357
481,blonde,0.0625,2,6.6699,0.4169
481,fuckin,0.0625,1,7.0753,0.4422
481,legally,0.0625,2,6.6699,0.4169
481,omg,0.0625,1,7.0753,0.4422
482,a,0.0526,191,2.511,0.1322
482,is,0.0526,163,2.6686,0.1405
482,the,0.0526,295,2.0781,0.1094
482,of,0.0526,180,2.57,0.1353
482,user,0.0526,347,1.9163,0.1009
482,way,0.0526,10,5.3706,0.2827
482,should,0.0526,14,5.0604,0.2663
482,be,0.0526,57,3.7081,0.1952
